Anulada;T_doc_Com;Desc_tipo_doc;Cl_Factura;Fe_Factura;Canal;tipo_persona;Resp_Pago;Poblacion;Vendedor;Sector;Material;DenominaciOn;Cant_Fact;Valor_Neto;Impuesto;Segmento;Marca;F_Pedido;Cant_desp;C_Material;Tot_C_Vta
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;OS-17181;JGO OLLA OSTER ANTIADHEREN C/TAPA VIDRIO;1;92,8;11,14;GQM_MCH;OSTER;7/2/2022;1;63,44;63,44
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;1;6545-013-000;TOSTADORA OSTER 4 REBANADA 7NIV / 1350W;1;31,35;3,76;GQM_MCH;OSTER;7/2/2022;1;28,72;28,72
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;9;OS-26131;JGO CUCHILLO OSTER HOJA2.5MM PLATEA 14PC;1;53,89;6,47;GQM_MCH;OSTER;7/2/2022;1;44,39;44,39
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;8;13006-TOAO-0010;PINON MOTRIZ QMC RPTO P/MOTO 150CG;1;1,95;0,23;GQM_MCH;QMC;7/2/2022;1;1,35;1,35
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;723-12443;ENVASE LIFE ALIMEN TAPA AZUL SILICON 6PC;1;17,45;2,09;GQM_MCH;LIFE ART;7/2/2022;1;8,06;8,06
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;750-31896;PLATO LIFE ART P/SERVIR N8 REDON VIDRIO;1;1,25;0,15;GQM_MCH;LIFE ART;7/2/2022;1;0,61;0,61
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;7;SAM-T230-B;TABLET SAMSUNG 8GB 7PULG WIFI/3MP NEGRO;1;175,65;21,08;GQM_MCH;SAMSUNG;7/2/2022;1;159,68;159,68
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;7;SL-1100TV-RD-S-DH;CALCULADORA CASSIO SOLA PORTA ROJO 10DIG;1;7,2;0,86;GQM_MCH;CASSIO;7/2/2022;1;4,57;4,57
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;851-YSA623DR;SILLA YOU SUO C/COJIN 94X41X45CM DORADO;1;58,04;6,96;GQM_MCH;YOU SUO;7/2/2022;1;42,08;42,08
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;10;AV23200;CABLE CONECTOR GE TWIST-ON;1;0,52;0,06;GQM_MCH;GE;7/2/2022;1;0,45;0,45
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;2;KHS-629;AUDIFONO KLIP XTREME INALAM BLUE,6HREP;1;18,3;2,2;GQM_MCH;XTREME;7/2/2022;1;14,08;14,08
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;1;BLSTDG-R00-013;LICU OSTER 450W 6VL 1.75 V/PICHEL ROJO;1;70,54;8,46;GQM_MCH;OSTER;7/2/2022;1;57,81;57,81
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;1;BLSTEG7806U-013;LICU OSTER 450W 12VL 1.5L LED/PULSO ROJO;1;45,8;5,5;GQM_MCH;OSTER;7/2/2022;1;31,42;31,42
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;1;BVSTDCDW12R-013;CAFETERA OSTER 900W 12TZ ROJO FILTR PERM;1;20,98;2,52;GQM_MCH;OSTER;7/2/2022;1;15,11;15,11
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;0;BAG22-012-000;BOLSA EMPAQUE OSTER 20X29CM ELI.AIR PLAS;1;9,56;1,15;GQM_MCH;OSTER;7/2/2022;1;5,86;5,86
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;729-89344;ESPEJO DECORE 60X90CM PLATEADO MDF-VID;1;75,89;9,11;GQM_MCH;DECORE;7/2/2022;1;42,4;42,4
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;9;OS-20045-C;SET OLLA OSTER CERAMICA 7PZ CHAMPAGNE;1;50,98;6,12;GQM_MCH;OSTER;7/2/2022;1;40,79;40,79
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;9;OS-26330;JUEGO DE CUCHILLO OSTER B.MADERA 6PZ NEG;1;47,98;5,76;GQM_MCH;OSTER;7/2/2022;1;36,9;36,9
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;715-0406717;CORTINA CASA HOME 53X90PULG CHOCOLA POLI;1;6,95;0,83;GQM_MCH;HOME LIVING;7/2/2022;1;3,89;3,89
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;748-41536SM;SET VASOS PASABACHE 14 1.4 OZ 6PCS;2;27,92;3,35;GQM_MCH;PASABACHE;7/2/2022;2;12,66;12,66
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;1;BVSTDCDW12B-013;CAFETERA OSTER FILTRO 900W NEGRO 12TZ;4;90,72;10,89;GQM_MCH;OSTER;7/2/2022;4;64,55;64,55
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;1;CKSTRC1700W-013;OLLA ARROC OSTER 700W 10T 1.8L SOFRI BLA;2;62,5;7,5;GQM_MCH;OSTER;7/2/2022;2;34,36;34,36
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;10;105977-025-000;CONO ESCORIADOR OSTER ACC EXPRIMI 3190;2;4,64;0,56;GQM_MCH;OSTER;7/2/2022;2;2,28;2,28
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;704-90921;PLATO DECORATIVO DECORE CREM-DORA;4;17,52;2,1;GQM_MCH;DECORE;7/2/2022;4;6,44;6,44
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;750-31887;PLATO LIFE ART P/SERVIR 8PULG REDON VIDR;7;10,01;1,2;GQM_MCH;LIFE ART;7/2/2022;7;5,02;5,02
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;770-A1800443;ALMOHADON PALM SPRINGS H. D.FLOR 40X40CM;2;22,76;2,73;GQM_MCH;PALM SPRINGS HOMES;7/2/2022;2;9,06;9,06
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;715-0421744;CORTINA CASA HOME 54X90PULG KAKI POLI;2;24,34;2,92;GQM_MCH;HOME LIVING;7/2/2022;2;13,6;13,6
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;718-32570;ADORNO DECORE PLUMA 80CM MULTICOLOR;17;18,19;2,18;GQM_MCH;DECORE;7/2/2022;17;8,75;8,75
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;9;750-COSTA7ST;PLATO KIG TRANSP VIDRIO 177MM;12;5,28;0,63;GQM_MCH;KIG;7/2/2022;12;2,43;2,43
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Relacionado;3000000084;0;3000000248;12;712-34089;PORTA RETRATO RAINBOW CHOCOLATE VID;3;8,04;0,96;GQM_MCH;RAINBOW;7/2/2022;3;3,78;3,78
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000011264;0;3000000099;11;9100032;CAMPANA ENGLISH PLATEADO GREGGIO;1;52,68;6,32;TPC_SAM;GREGGIO;7/2/2022;1;28,16;28,16
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000008329;0;3000000325;1;CKSTSM3891-013;SANDUCHERA OSTER 2PA/4BOC REMOV 700W NEG;1;28,12;3,37;GQM_MCH;OSTER;7/2/2022;1;20,19;20,19
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000009475;0;3000000009;11;7949J65180J57080;BOTELLA PRAGUE DORADO B JIHLAVA CRISTAL;1;109,82;13,18;TPC_SAM;B JIHLAVA;7/2/2022;1;52,98;52,98
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000009475;0;3000000009;11;9649J45193K62100;BOTELLA NICOLETTE CRISTAL BOHEMIA JIHLAV;1;61,61;7,39;TPC_SAM;B JIHLAVA;7/2/2022;1;28,57;28,57
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000009475;0;3000000009;11;9329J22093K50320;VASO BAJO TRIANGLE B JIHLAVA CRISTAL;6;53,58;6,43;TPC_SAM;B JIHLAVA;7/2/2022;6;21,87;21,87
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000009475;0;3000000009;11;100344608;SET CUCHARA X6 MOCA EVENTO MEPRA;2;46,43;5,57;TPC_SAM;MEPRA;7/2/2022;2;18,95;18,95
NO ANULADO;S;Anulacion de abono;S2;3/2/2022;RE;Natural;1000007675;0;3000000020;0;FPSTJE318R-013;EXTRAC OSTER 1000W 2VL 1.25LT JARRA ROJO;1;159,51;19,14;VMA_GYE;OSTER;NULL;0;0;0
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000002724;0;3000000009;11;9420042;CUCHARA SERVIR ENGLISH 11.5CM GREGGIO;1;0,01;0;TPC_SAM;GREGGIO;7/2/2022;1;0;0
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000002724;0;3000000009;11;65299;JGO CUBIERTO 24PZ MOOD PLATEADO CHRIST;1;1321,86;158,62;TPC_SAM;CHRISTOFLE;7/2/2022;1;741,29;741,29
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000011266;0;3000000325;1;BLSTKAG-WRD-013;LICU OSTER 550W 2VL 1.5L BOTON BLANCO;1;41,49;4,98;GQM_MCH;OSTER;7/2/2022;1;26,67;26,67
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000011267;0;3000000325;1;WKRCN18-PM;OLLA ARROC WESTINGHOUSE 700W 10TZ BLANCO;1;18,75;2,25;GQM_MCH;WESTINGHOUSE;7/2/2022;1;19,9;19,9
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000005291;MACHALA;3000000020;1;BLSTPYG1209B-013;LICU OSTER 600W 3VL 1.5L REVERS NEGRO;1;96,77;11,61;GQM_MCH;OSTER;7/2/2022;1;55,35;55,35
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000005291;MACHALA;3000000020;12;749-6219;CACEROLA MARINEX 2.5LT CUADRADA VIDRIO;1;8,27;0,99;GQM_MCH;MARINEX;7/2/2022;1;4,33;4,33
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000001926;0;3000000325;10;KITLICU4655-B;KIT OSTER VASO 83852-000-520 TAPA REDON;1;10,04;1,2;GQM_MCH;OSTER;7/2/2022;1;5,03;5,03
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000001926;0;3000000325;10;JKT-BR5330;JARRA PRIMA 2.25LT IND. TRITAN TAPA/CUCH;1;35,15;4,22;GQM_MCH;PRIMA;7/2/2022;1;23,73;23,73
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000009183;0;3000000020;1;BLSTPYG1209B-013;LICU OSTER 600W 3VL 1.5L REVERS NEGRO;1;87,09;10,45;GQM_MCH;OSTER;7/2/2022;1;55,35;55,35
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000009183;0;3000000020;6;OSF818-LA013;VENTILADOR OSTER PEDESTAL 18PULG/5 ASPAS;1;37,7;4,52;GQM_MCH;OSTER;7/2/2022;1;25,98;25,98
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000011268;0;3000000325;1;BLSTPYG1210RBG-013;LICU OSTER 600W 3VL 1.5L REVERS ROJO;1;108,6;13,03;GQM_MCH;OSTER;7/2/2022;1;61,76;61,76
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000011268;0;3000000325;1;GCSTBS5956-013;PLANCHA OSTER 1200W 240ML VAPOR MORADO;1;25,58;3,07;GQM_MCH;OSTER;7/2/2022;1;14,92;14,92
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000010310;0;3000000325;0;700090830-060;ALMOHADA BR BEAUTYREST ALOE 60X40X15;1;32,14;3,86;GQM_MCH;SIMMONS;7/2/2022;1;22,02;22,02
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000010310;0;3000000325;0;700090930-060;ALMOHADA BR ESSENTIAL ERGO 60X40;1;28,12;3,37;GQM_MCH;SIMMONS;7/2/2022;1;19,19;19,19
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000010310;0;3000000325;12;736-0485425;ALFOMBRA BANO HOME LIVING D.LISO 40X60CM;1;7,91;0,95;GQM_MCH;HOME LIVING;7/2/2022;1;2,44;2,44
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000009998;0;3000000020;1;BLSTPBRG-013;LICU OSTER 1100W/3VL/VASO VIDRIO 1.75LT;1;168,6;20,23;GQM_MCH;OSTER;7/2/2022;1;100,4;100,4
NO ANULADO;M;Factura;ZF03;7/2/2022;RE;Natural;1000009998;0;3000000020;1;BLST4126R-013;LICU OSTER 700W 1.25L 3VL CROMADO-ROJO;1;73,21;8,79;GQM_MCH;OSTER;7/2/2022;1;46,23;46,23
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011269;0;3000000171;1;CKSTAF15-013;MINI FREIDORA AIRE OSTER 1.5LT ANTI-ADH;1;66,21;7,95;GQM_MCH;OSTER;8/2/2022;1;48,73;48,73
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011270;0;3000000020;1;FPSTJE316R-013;EXTRAC OSTER 400W 1VL 500ML JARRA ROJO;1;57,86;6,94;GQM_MCH;OSTER;8/2/2022;1;38,45;38,45
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011272;0;3000000020;1;GCSTBS4951S-013;PLANCHA OSTER 1200W 180ML TEMP.V GRIS/NE;1;15,43;1,85;GQM_MCH;OSTER;8/2/2022;1;10,85;10,85
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011273;0;3000000020;4;18761602;TV 40 SONY LED SMART/ HD READY/X-REALITY;1;489,69;58,76;GQM_MCH;SONY;8/2/2022;1;376,69;376,69
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011273;0;3000000020;10;F0013103;SOPORTE NOURETEL  TV 32-42 PULG /GIF;1;0,01;0;GQM_MCH;BRACKET;8/2/2022;1;0,01;0,01
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011274;0;3000000171;6;MS11D-12CRDN1;SPLIT PRIMA  INVERTER 12000BTU;1;320,54;38,46;GQM_MCH;PRIMA;8/2/2022;1;282,62;282,62
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011275;0;3000000171;1;BLSTEG7890C-013;LICU OSTER 500W 3VL 1.5L REVERS CROMADO;1;66,94;8,03;GQM_MCH;OSTER;8/2/2022;1;49,87;49,87
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011277;0;3000000020;1;FPSTFP1355-013;PROCESADOR OSTER 2VL 10TZ CHUCH S SILVER;1;88,19;10,58;GQM_MCH;OSTER;8/2/2022;1;54,32;54,32
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011276;0;3000000171;4;TV058SAM37;TV 58 SAMSUNG LED/SMART/4K;1;828,94;99,47;GQM_MCH;SAMSUNG;8/2/2022;1;737;737
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011276;0;3000000171;4;TV032LGE98;TV 32 LG LED  SMART/USB/HDMI WEBOS;1;327,6;39,31;GQM_MCH;LG;8/2/2022;1;280;280
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011276;0;3000000171;3;DSC-W610/G;CAMARA SONY 2.7LCD 14.1MP 4XZOOM VERDE;1;0,15;0,02;GQM_MCH;SONY;8/2/2022;1;91,66;91,66
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000007626;MACHALA;3000000020;7;FS45;VENTILADOR PRIMA 3 EN 1;1;23,45;2,81;GQM_MCH;PRIMA;8/2/2022;1;14,39;14,39
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000007695;MACHALA;3000000171;0;CONTR000027;CONTROL REMOTO PRIMA KL24QS/KL32QS/KL42Q;1;13,39;1,61;GQM_MCH;PRIMA;8/2/2022;1;2,14;2,14
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Relacionado;3000000142;GUAYAQUIL;3000000248;11;9359C88193K74127;BOMBONERA DYNAMIC PEQ B JIHLAVA CRISTAL;1;11,02;1,32;TPC_SAM;B JIHLAVA;8/2/2022;1;6,81;6,81
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Relacionado;3000000141;GUAYAQUIL;3000000248;11;9649J30186J61090;DECANTADOR CAREN MATE B JIHLAVA CRISTAL;1;51,07;6,13;TPC_SAM;B JIHLAVA;8/2/2022;1;32,14;32,14
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Relacionado;3000000141;GUAYAQUIL;3000000248;11;9829J28086J61320;VASO BAJO CAREN MATE B JIHLAVA CRISTAL;6;48,75;5,85;TPC_SAM;B JIHLAVA;8/2/2022;6;31,67;31,67
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000003208;MACHALA;3000000171;1;P90D25AP-A3;MICROONDA PRIMA 900W 25LT DIGIT. BLANCO;1;89,29;10,71;GQM_MCH;PRIMA;8/2/2022;1;54,85;54,85
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011279;0;3000000020;1;VX3250F;MAQ. COSER BROTHER 17 PUNTADA OJALADORA;1;122,07;14,65;GQM_MCH;BROTHER;8/2/2022;1;87,28;87,28
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011280;0;3000000020;1;AF-600;FREIDORA/AIRE PRIMA 1700W 5.7LT NEG;1;92,67;11,12;GQM_MCH;PRIMA;8/2/2022;1;55,13;55,13
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000001691;0;3000000171;1;BLSTAA4961-011;CUCHILLA OSTER PICA HIELO ACERO INOX;7;23,35;2,8;GQM_MCH;OSTER;8/2/2022;7;14,37;14,37
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000001691;0;3000000171;10;4902-011-013;BASE ROSCA OSTER ACC SELLO GOM NEGR LICU;2;5,94;0,71;GQM_MCH;OSTER;8/2/2022;2;3,51;3,51
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000001691;0;3000000171;10;BLSTAC-KIT-011;KIT ACC OSTER PIN-COLLARIN -ACOPLE T.MO;10;28,62;3,44;GQM_MCH;OSTER;8/2/2022;10;14,15;14,15
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000010423;0;3000000020;4;UDL50MH547LN;TV 50 PRIMA LED SMART 4K LIC.NETFLIX/YOU;1;394,76;47,37;GQM_MCH;PRIMA;8/2/2022;1;297,68;247,06
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011282;0;3000000020;1;XM3700;MAQ. COSER BROTHER 37 PUNTADA 1 OJAL;1;191,01;22,92;GQM_MCH;BROTHER;8/2/2022;1;135,54;135,54
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011283;0;3000000171;10;F0013103;SOPORTE NOURETEL  TV 32-42 PULG /GIF;1;0,01;0;GQM_MCH;BRACKET;8/2/2022;1;0,01;0,01
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011283;0;3000000171;4;18761902;TV 32 SONY LED SMART/ HD READY/FULL HD;1;325,33;39,04;GQM_MCH;SONY;8/2/2022;1;278,06;278,06
NO ANULADO;M;Factura;ZF03;8/2/2022;RE;Natural;1000011284;0;3000000020;1;BLST4655-013;LICU OSTER 700W 3VL 1.25 CLASIC MEX CROM;1;71,43;8,57;GQM_MCH;OSTER;8/2/2022;1;45,48;45,48
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011287;0;3000000099;11;2105602;JARRON ED LTD 315/500 CRISTAL BACCARAT;1;11613,79;1393,65;TPC_SAM;BACCARAT;9/2/2022;1;6840,33;6840,33
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011287;0;3000000099;11;10547100;JARRON BACCHANTES GOLD MED CRISTAL LALIQ;1;4457,64;534,92;TPC_SAM;LALIQUE;9/2/2022;1;2907,38;2907,38
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000003946;0;3000000020;0;COGS27;PLANCHA CONAIR 1100W  VAPOR COMPLETE STR;1;47,98;5,76;GQM_MCH;CONAIR;9/2/2022;1;34,23;34,23
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011290;0;3000000171;1;BLSTEG7806U-013;LICU OSTER 450W 12VL 1.5L LED/PULSO ROJO;1;48,69;5,84;GQM_MCH;OSTER;9/2/2022;1;31,43;31,43
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000001387;0;3000000171;10;LDA15-110;SOPORTE BRACKET ACC P/TV TV 13-27PULG;1;0,01;0;GQM_MCH;BRACKET;9/2/2022;1;4,37;4,37
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000001387;0;3000000171;4;KDL32MO672LN-1;TV 32 PRIMA SMART KUNTUR HD/NETFLIX/YOUT;1;227,01;27,24;GQM_MCH;PRIMA;9/2/2022;1;149,16;140,49
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011291;0;3000000020;0;CYL2209N7;OLLA PRESION 7LT NEGRO PRIMA ALUMINIO;1;28,95;3,47;GQM_MCH;PRIMA;9/2/2022;1;16,58;16,58
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000008031;0;3000000171;1;BLSTAA4961-011;CUCHILLA OSTER PICA HIELO ACERO INOX;1;3,71;0,45;GQM_MCH;OSTER;9/2/2022;1;2,05;2,05
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011292;0;3000000020;0;TEQREDENCION;TEQUILA REDENCION - REPOSADO CLARO 750ML;1;103,16;12,38;GQM_MCH;NULL;9/2/2022;1;72,21;72,21
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011293;0;3000000171;1;AF-20CE;FREIDORA/AIRE PRIMA1700W 5LT CERAMICLIFE;1;89,53;10,74;GQM_MCH;PRIMA;9/2/2022;1;58,53;58,53
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000003296;0;3000000171;1;BLSTAA4961-011;CUCHILLA OSTER PICA HIELO ACERO INOX;1;3,71;0,45;GQM_MCH;OSTER;9/2/2022;1;2,05;2,05
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011294;0;3000000020;4;KDL32MO672LN-1;TV 32 PRIMA SMART KUNTUR HD/NETFLIX/YOUT;1;252,23;30,27;GQM_MCH;PRIMA;9/2/2022;1;136,49;140,49
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011294;0;3000000020;10;LDA15-110;SOPORTE BRACKET ACC P/TV TV 13-27PULG;1;0,01;0;GQM_MCH;BRACKET;9/2/2022;1;4,37;4,37
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000001793;0;3000000020;1;FPSTFP1355-013;PROCESADOR OSTER 2VL 10TZ CHUCH S SILVER;1;88,19;10,58;GQM_MCH;OSTER;9/2/2022;1;54,31;54,31
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000001793;0;3000000020;4;KDL42SS611U;TV 42 PRIMA LED SMART FHD BLUETOOTH;1;316,4;37,97;GQM_MCH;PRIMA;9/2/2022;1;193,92;193,92
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000001491;0;3000000171;1;BVSTDCDW12W-013;CAFETERA OSTER 900W 12TZ BLANCO C/FILTRO;1;31,25;3,75;GQM_MCH;OSTER;9/2/2022;1;15,04;15,04
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011295;0;3000000020;1;BLST4128-013;LICU OSTER 700W 1.25L 3VL CROMADO-ROSA;1;73,21;8,79;GQM_MCH;OSTER;9/2/2022;1;46,22;46,22
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000009309;0;3000000099;11;1040109;VELA PLAYA MEDITERRANEA ANGEL 2PZ LLADRO;1;54,46;6,54;TPC_SAM;LLADRO;9/2/2022;1;23,29;23,29
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000009309;0;3000000099;0;FUNDA000021;FUNDA LOGO TOPACIO 42,5X39CM;1;0,01;0;TPC_SAM;NULL;9/2/2022;1;1,4;1,4
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000009309;0;3000000099;11;MB-CAR3;FRAGANCIA CARRO DISPENSADOR  LEMONGRASS;1;13,39;1,61;TPC_SAM;MAX  BENJAMIN;9/2/2022;1;8,41;8,41
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000009309;0;3000000099;11;1040164;VELA EN EL PRADO ANGEL 2PZ LLADRO PORC;1;51,79;6,21;TPC_SAM;LLADRO;9/2/2022;1;23,29;23,29
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Relacionado;3000000250;0;3000000248;11;1040145;VELA JARDIN VALENCIA 2PZ NARAN LLAD PORC;3;81;9,72;TPC_SAM;LLADRO;9/2/2022;3;77,15;77,15
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011297;0;3000000171;6;MSAF-18CRD;SPLIT PRIMA 18000BTU T. ESPEJO ECO-INVER;1;419,33;50,32;GQM_MCH;PRIMA;9/2/2022;1;250,01;250,01
NO ANULADO;M;Factura;ZF03;9/2/2022;RE;Natural;1000011297;0;3000000171;1;FPSTFP1355-013;PROCESADOR OSTER 2VL 10TZ CHUCH S SILVER;1;97,99;11,76;GQM_MCH;OSTER;9/2/2022;1;54,32;54,32
NO ANULADO;M;Factura;ZF03;10/2/2022;RE;Natural;1000003003;0;3000000171;1;BLSTSE75-013;LICU OSTER 700W 3VL 1.25 CLASIC BLANCA;1;73,21;8,79;GQM_MCH;OSTER;10/2/2022;1;45,54;45,54
NO ANULADO;M;Factura;ZF03;10/2/2022;RE;Relacionado;3000000141;GUAYAQUIL;3000000248;0;10199812;VINO TINTO QUATRO BLEND MONT 750ML;1;15,36;1,84;GQM_MCH;MONTGRAS;10/2/2022;1;14,22;14,22
NO ANULADO;M;Factura;ZF03;10/2/2022;RE;Relacionado;3000000141;GUAYAQUIL;3000000248;0;VNMC0750VIDMER;MAISON CASTEL MERLOT 750CC;1;9,1;1,09;GQM_MCH;MAISON CASTEL;10/2/2022;1;8,43;8,43
NO ANULADO;M;Factura;ZF03;10/2/2022;RE;Relacionado;3000000141;GUAYAQUIL;3000000248;0;10199817;VINO TINTO DAY ONE CARMEN MONT 750ML;1;10,65;1,28;GQM_MCH;MONTGRAS;10/2/2022;1;9,86;9,86
